,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,octave,note_value,note_value_nmd,note_name,angle
11439,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,35232,91.75,192,4.0,7.0,1,C#,210
1534,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,35232,91.75,192,4.0,3.0,9,A,90
8678,7.0,,,,83.0,,,,,8,note_on,,112.0,83.0,112.0,35248,91.79166666666666,192,6.0,11.0,5,F,330
1538,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,35280,91.875,192,2.0,11.0,5,F,330
11441,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,35280,91.875,192,4.0,5.0,11,B,150
7807,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,35280,91.875,192,2.0,7.0,1,C#,210
11443,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,35328,92.0,192,4.0,7.0,1,C#,210
1541,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,35328,92.0,192,3.0,6.0,6,F#,180
5390,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,35328,92.0,192,4.0,9.0,3,D#,270
5389,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,35328,92.0,192,4.0,5.0,11,B,150
1540,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,35328,92.0,192,2.0,11.0,5,F,330
7809,1.0,,,,29.0,,,,,4,note_on,,112.0,29.0,112.0,35328,92.0,192,2.0,5.0,11,B,150
5391,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,35328,92.0,192,5.0,0.0,0,C,0
11445,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,35376,92.125,192,4.0,5.0,11,B,150
5397,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,35424,92.25,192,5.0,0.0,0,C,0
7811,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,35424,92.25,192,2.0,5.0,11,B,150
5395,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,35424,92.25,192,4.0,5.0,11,B,150
5396,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,35424,92.25,192,4.0,9.0,3,D#,270
11447,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,35424,92.25,192,4.0,7.0,1,C#,210
1545,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,35424,92.25,192,2.0,11.0,5,F,330
1544,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,35424,92.25,192,3.0,6.0,6,F#,180
11449,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,35472,92.375,192,4.0,5.0,11,B,150
1551,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,35520,92.5,192,2.0,11.0,5,F,330
1548,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,35520,92.5,192,3.0,6.0,6,F#,180
1549,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,35520,92.5,192,4.0,3.0,9,A,90
11451,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,35520,92.5,192,4.0,7.0,1,C#,210
5403,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,35520,92.5,192,4.0,5.0,11,B,150
5402,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,35520,92.5,192,4.0,9.0,3,D#,270
5401,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,35520,92.5,192,5.0,0.0,0,C,0
1550,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,35520,92.5,192,3.0,4.0,4,E,120
7813,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,35520,92.5,192,2.0,5.0,11,B,150
11453,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,35568,92.625,192,4.0,5.0,11,B,150
5408,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,35616,92.75,192,5.0,0.0,0,C,0
5407,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,35616,92.75,192,4.0,5.0,11,B,150
11455,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,35616,92.75,192,4.0,7.0,1,C#,210
1556,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,35616,92.75,192,3.0,6.0,6,F#,180
5409,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,35616,92.75,192,4.0,9.0,3,D#,270
11457,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,35664,92.875,192,4.0,5.0,11,B,150
8680,7.0,,,,84.0,,,,,196,note_on,,112.0,84.0,112.0,35680,92.91666666666666,192,7.0,0.0,0,C,0
1558,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,35712,93.0,192,3.0,6.0,6,F#,180
1559,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,35712,93.0,192,2.0,11.0,5,F,330
5415,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,35712,93.0,192,4.0,9.0,3,D#,270
5414,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,35712,93.0,192,4.0,5.0,11,B,150
5413,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,35712,93.0,192,5.0,0.0,0,C,0
8681,7.0,,,,81.0,,,,,32,note_on,,112.0,81.0,112.0,35712,93.0,192,6.0,9.0,3,D#,270
7815,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,35760,93.125,192,2.0,5.0,11,B,150
11459,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,35760,93.125,192,4.0,7.0,1,C#,210
1563,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,35808,93.25,192,3.0,6.0,6,F#,180
5419,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,35808,93.25,192,4.0,9.0,3,D#,270
5420,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,35808,93.25,192,4.0,5.0,11,B,150
5421,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,35808,93.25,192,5.0,0.0,0,C,0
11461,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,35808,93.25,192,4.0,7.0,1,C#,210
1562,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,35808,93.25,192,2.0,11.0,5,F,330
8684,7.0,,,,84.0,,,,,24,note_on,,112.0,84.0,112.0,35824,93.29166666666666,192,7.0,0.0,0,C,0
7817,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,35856,93.375,192,2.0,5.0,11,B,150
11463,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,35856,93.375,192,4.0,5.0,11,B,150
5426,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,35904,93.5,192,5.0,0.0,0,C,0
11465,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,35904,93.5,192,4.0,7.0,1,C#,210
1566,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,35904,93.5,192,4.0,3.0,9,A,90
1567,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,35904,93.5,192,2.0,11.0,5,F,330
1568,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,35904,93.5,192,3.0,4.0,4,E,120
1569,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,35904,93.5,192,3.0,6.0,6,F#,180
5425,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,35904,93.5,192,4.0,9.0,3,D#,270
5427,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,35904,93.5,192,4.0,5.0,11,B,150
8686,7.0,,,,81.0,,,,,8,note_on,,112.0,81.0,112.0,35920,93.54166666666666,192,6.0,9.0,3,D#,270
11467,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,35952,93.625,192,4.0,5.0,11,B,150
7819,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,35952,93.625,192,2.0,5.0,11,B,150
1574,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,36000,93.75,192,3.0,6.0,6,F#,180
1575,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,36000,93.75,192,4.0,3.0,9,A,90
5431,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,36000,93.75,192,4.0,0.0,0,C,0
11469,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,36000,93.75,192,4.0,7.0,1,C#,210
8688,7.0,,,,84.0,,,,,8,note_on,,112.0,84.0,112.0,36016,93.79166666666666,192,7.0,0.0,0,C,0
1578,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,36048,93.875,192,2.0,11.0,5,F,330
11471,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,36048,93.875,192,4.0,5.0,11,B,150
7821,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,36048,93.875,192,2.0,5.0,11,B,150
7823,1.0,,,,36.0,,,,,4,note_on,,112.0,36.0,112.0,36096,94.0,192,3.0,0.0,0,C,0
5434,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,36096,94.0,192,5.0,0.0,0,C,0
5433,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,36096,94.0,192,4.0,7.0,1,C#,210
1581,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,36096,94.0,192,2.0,11.0,5,F,330
1580,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,36096,94.0,192,3.0,6.0,6,F#,180
11473,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,36096,94.0,192,4.0,7.0,1,C#,210
5435,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,36096,94.0,192,5.0,4.0,4,E,120
8690,7.0,,,,81.0,,,,,8,note_on,,112.0,81.0,112.0,36112,94.04166666666666,192,6.0,9.0,3,D#,270
11475,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,36144,94.125,192,4.0,5.0,11,B,150
7825,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,36192,94.25,192,3.0,0.0,0,C,0
11477,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,36192,94.25,192,4.0,7.0,1,C#,210
1585,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,36192,94.25,192,3.0,6.0,6,F#,180
1584,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,36192,94.25,192,2.0,11.0,5,F,330
5441,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,36192,94.25,192,5.0,0.0,0,C,0
5440,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,36192,94.25,192,5.0,4.0,4,E,120
5439,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,36192,94.25,192,4.0,7.0,1,C#,210
11479,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,36240,94.375,192,4.0,5.0,11,B,150
1591,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,36288,94.5,192,3.0,4.0,4,E,120
1590,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,36288,94.5,192,3.0,6.0,6,F#,180
1589,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,36288,94.5,192,4.0,3.0,9,A,90
1588,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,36288,94.5,192,2.0,11.0,5,F,330
3049,4.0,,,,43.0,,,,,0,note_on,,127.0,43.0,127.0,36288,94.5,192,3.0,7.0,1,C#,210
7827,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,36288,94.5,192,3.0,0.0,0,C,0
5447,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,36288,94.5,192,5.0,0.0,0,C,0
5446,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,36288,94.5,192,4.0,7.0,1,C#,210
5445,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,36288,94.5,192,5.0,4.0,4,E,120
11481,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,36288,94.5,192,4.0,7.0,1,C#,210
11483,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,36336,94.625,192,4.0,5.0,11,B,150
3052,4.0,,,,44.0,,,,,16,note_on,,127.0,44.0,127.0,36336,94.625,192,3.0,8.0,8,G#,240
5451,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,36384,94.75,192,5.0,4.0,4,E,120
11485,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,36384,94.75,192,4.0,7.0,1,C#,210
1596,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,36384,94.75,192,3.0,6.0,6,F#,180
3057,4.0,,,,45.0,,,,,0,note_on,,127.0,45.0,127.0,36384,94.75,192,3.0,9.0,3,D#,270
5453,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,36384,94.75,192,5.0,0.0,0,C,0
5452,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,36384,94.75,192,4.0,7.0,1,C#,210
3061,4.0,,,,46.0,,,,,0,note_on,,127.0,46.0,127.0,36432,94.875,192,3.0,10.0,10,A#,300
11487,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,36432,94.875,192,4.0,5.0,11,B,150
8692,7.0,,,,83.0,,,,,248,note_on,,112.0,83.0,112.0,36448,94.91666666666666,192,6.0,11.0,5,F,330
1599,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,36480,95.0,192,2.0,11.0,5,F,330
1598,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,36480,95.0,192,3.0,6.0,6,F#,180
5457,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,36480,95.0,192,5.0,4.0,4,E,120
3065,4.0,,,,47.0,,,,,0,note_on,,127.0,47.0,127.0,36480,95.0,192,3.0,11.0,5,F,330
5458,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,36480,95.0,192,5.0,0.0,0,C,0
5459,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,36480,95.0,192,4.0,7.0,1,C#,210
8693,7.0,,,,79.0,,,,,32,note_on,,112.0,79.0,112.0,36480,95.0,192,6.0,7.0,1,C#,210
3068,4.0,,,,48.0,,,,,16,note_on,,127.0,48.0,127.0,36528,95.125,192,4.0,0.0,0,C,0
11489,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,36528,95.125,192,4.0,7.0,1,C#,210
7829,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,36528,95.125,192,3.0,0.0,0,C,0
11491,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,36576,95.25,192,4.0,7.0,1,C#,210
1602,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,36576,95.25,192,2.0,11.0,5,F,330
5464,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,36576,95.25,192,5.0,0.0,0,C,0
5463,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,36576,95.25,192,5.0,4.0,4,E,120
1603,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,36576,95.25,192,3.0,6.0,6,F#,180
3073,4.0,,,,49.0,,,,,0,note_on,,127.0,49.0,127.0,36576,95.25,192,4.0,1.0,7,G,30
5465,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,36576,95.25,192,4.0,7.0,1,C#,210
8696,7.0,,,,83.0,,,,,24,note_on,,112.0,83.0,112.0,36592,95.29166666666666,192,6.0,11.0,5,F,330
11493,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,36624,95.375,192,4.0,5.0,11,B,150
3076,4.0,,,,50.0,,,,,16,note_on,,127.0,50.0,127.0,36624,95.375,192,4.0,2.0,2,D,60
7831,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,36624,95.375,192,3.0,0.0,0,C,0
5470,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,36672,95.5,192,5.0,0.0,0,C,0
5469,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,36672,95.5,192,4.0,7.0,1,C#,210
5471,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,36672,95.5,192,5.0,4.0,4,E,120
11495,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,36672,95.5,192,4.0,7.0,1,C#,210
1608,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,36672,95.5,192,3.0,4.0,4,E,120
3080,4.0,,,,51.0,,,,,16,note_on,,127.0,51.0,127.0,36672,95.5,192,4.0,3.0,9,A,90
1606,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,36672,95.5,192,2.0,11.0,5,F,330
1607,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,36672,95.5,192,3.0,6.0,6,F#,180
1609,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,36672,95.5,192,4.0,3.0,9,A,90
8698,7.0,,,,79.0,,,,,8,note_on,,112.0,79.0,112.0,36688,95.54166666666666,192,6.0,7.0,1,C#,210
7833,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,36720,95.625,192,3.0,0.0,0,C,0
3085,4.0,,,,52.0,,,,,0,note_on,,127.0,52.0,127.0,36720,95.625,192,4.0,4.0,4,E,120
11497,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,36720,95.625,192,4.0,5.0,11,B,150
5476,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,36768,95.75,192,5.0,0.0,0,C,0
5477,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,36768,95.75,192,5.0,4.0,4,E,120
1615,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,36768,95.75,192,3.0,6.0,6,F#,180
3088,4.0,,,,53.0,,,,,16,note_on,,127.0,53.0,127.0,36768,95.75,192,4.0,5.0,11,B,150
1614,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,36768,95.75,192,4.0,3.0,9,A,90
5475,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,36768,95.75,192,4.0,7.0,1,C#,210
11499,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,36768,95.75,192,4.0,7.0,1,C#,210
8700,7.0,,,,83.0,,,,,8,note_on,,112.0,83.0,112.0,36784,95.79166666666666,192,6.0,11.0,5,F,330
3093,4.0,,,,54.0,,,,,0,note_on,,127.0,54.0,127.0,36816,95.875,192,4.0,6.0,6,F#,180
7835,1.0,,,,34.0,,,,,8,note_on,,112.0,34.0,112.0,36816,95.875,192,2.0,10.0,10,A#,300
11501,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,36816,95.875,192,4.0,5.0,11,B,150
8702,7.0,,,,83.0,,,,,196,note_on,,112.0,83.0,112.0,37216,96.91666666666666,192,6.0,11.0,5,F,330
8703,7.0,,,,79.0,,,,,32,note_on,,112.0,79.0,112.0,37248,97.0,192,6.0,7.0,1,C#,210
8706,7.0,,,,83.0,,,,,24,note_on,,112.0,83.0,112.0,37360,97.29166666666666,192,6.0,11.0,5,F,330
8708,7.0,,,,79.0,,,,,8,note_on,,112.0,79.0,112.0,37456,97.54166666666666,192,6.0,7.0,1,C#,210
8710,7.0,,,,83.0,,,,,8,note_on,,112.0,83.0,112.0,37552,97.79166666666666,192,6.0,11.0,5,F,330
1618,9.0,,,,35.0,,,,,820,note_on,,112.0,35.0,112.0,37632,98.0,192,2.0,11.0,5,F,330
5482,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,37632,98.0,192,5.0,2.0,2,D,60
5481,0.0,,,,55.0,,,,,820,note_on,,100.0,55.0,100.0,37632,98.0,192,4.0,7.0,1,C#,210
7837,1.0,,,,31.0,,,,,772,note_on,,112.0,31.0,112.0,37632,98.0,192,2.0,7.0,1,C#,210
5483,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,37632,98.0,192,4.0,11.0,5,F,330
1620,9.0,,,,49.0,,,,,0,note_on,,112.0,49.0,112.0,37632,98.0,192,4.0,1.0,7,G,30
1619,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,37632,98.0,192,3.0,6.0,6,F#,180
11503,5.0,,,,55.0,,,,,772,note_on,,112.0,55.0,112.0,37632,98.0,192,4.0,7.0,1,C#,210
8712,7.0,,,,79.0,,,,,8,note_on,,112.0,79.0,112.0,37648,98.04166666666666,192,6.0,7.0,1,C#,210
11505,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,37680,98.125,192,4.0,5.0,11,B,150
5489,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,37728,98.25,192,5.0,2.0,2,D,60
5487,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,37728,98.25,192,4.0,7.0,1,C#,210
5488,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,37728,98.25,192,4.0,11.0,5,F,330
7839,1.0,,,,31.0,,,,,4,note_on,,112.0,31.0,112.0,37728,98.25,192,2.0,7.0,1,C#,210
11507,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,37728,98.25,192,4.0,7.0,1,C#,210
1624,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,37728,98.25,192,3.0,6.0,6,F#,180
1625,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,37728,98.25,192,2.0,11.0,5,F,330
11509,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,37776,98.375,192,4.0,5.0,11,B,150
9576,6.0,,,,59.0,,,,,12472,note_on,,112.0,59.0,112.0,37812,98.46875,192,4.0,11.0,5,F,330
1628,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,37824,98.5,192,3.0,4.0,4,E,120
5495,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,37824,98.5,192,4.0,7.0,1,C#,210
7841,1.0,,,,31.0,,,,,4,note_on,,112.0,31.0,112.0,37824,98.5,192,2.0,7.0,1,C#,210
1631,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,37824,98.5,192,3.0,6.0,6,F#,180
1630,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,37824,98.5,192,2.0,11.0,5,F,330
11511,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,37824,98.5,192,4.0,7.0,1,C#,210
1629,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,37824,98.5,192,4.0,3.0,9,A,90
5493,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,37824,98.5,192,4.0,11.0,5,F,330
5494,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,37824,98.5,192,5.0,2.0,2,D,60
9578,6.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,37856,98.58333333333333,192,4.0,7.0,1,C#,210
11513,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,37872,98.625,192,4.0,5.0,11,B,150
11515,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,37920,98.75,192,4.0,7.0,1,C#,210
1636,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,37920,98.75,192,3.0,6.0,6,F#,180
5499,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,37920,98.75,192,4.0,11.0,5,F,330
5500,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,37920,98.75,192,5.0,2.0,2,D,60
5501,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,37920,98.75,192,4.0,7.0,1,C#,210
8815,2.0,,,,58.0,,,,,2840,note_on,,127.0,58.0,127.0,37952,98.83333333333333,192,4.0,10.0,10,A#,300
11517,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,37968,98.875,192,4.0,5.0,11,B,150
9580,6.0,,,,59.0,,,,,24,note_on,,112.0,59.0,112.0,37968,98.875,192,4.0,11.0,5,F,330
8714,7.0,,,,83.0,,,,,248,note_on,,112.0,83.0,112.0,37984,98.91666666666666,192,6.0,11.0,5,F,330
8817,2.0,,,,60.0,,,,,8,note_on,,127.0,60.0,127.0,38000,98.95833333333333,192,5.0,0.0,0,C,0
1638,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,38016,99.0,192,3.0,6.0,6,F#,180
1639,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,38016,99.0,192,2.0,11.0,5,F,330
5505,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,38016,99.0,192,5.0,2.0,2,D,60
5506,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,38016,99.0,192,4.0,7.0,1,C#,210
8715,7.0,,,,79.0,,,,,32,note_on,,112.0,79.0,112.0,38016,99.0,192,6.0,7.0,1,C#,210
5507,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,38016,99.0,192,4.0,11.0,5,F,330
8819,2.0,,,,58.0,,,,,8,note_on,,127.0,58.0,127.0,38048,99.08333333333333,192,4.0,10.0,10,A#,300
9582,6.0,,,,55.0,,,,,8,note_on,,112.0,55.0,112.0,38064,99.125,192,4.0,7.0,1,C#,210
7843,1.0,,,,31.0,,,,,4,note_on,,112.0,31.0,112.0,38064,99.125,192,2.0,7.0,1,C#,210
11519,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,38064,99.125,192,4.0,7.0,1,C#,210
11521,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,38112,99.25,192,4.0,7.0,1,C#,210
5512,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,38112,99.25,192,4.0,11.0,5,F,330
1643,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,38112,99.25,192,3.0,6.0,6,F#,180
1642,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,38112,99.25,192,2.0,11.0,5,F,330
5511,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,38112,99.25,192,5.0,2.0,2,D,60
5513,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,38112,99.25,192,4.0,7.0,1,C#,210
8718,7.0,,,,83.0,,,,,24,note_on,,112.0,83.0,112.0,38128,99.29166666666666,192,6.0,11.0,5,F,330
8821,2.0,,,,55.0,,,,,56,note_on,,127.0,55.0,127.0,38144,99.33333333333333,192,4.0,7.0,1,C#,210
11523,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,38160,99.375,192,4.0,5.0,11,B,150
9584,6.0,,,,59.0,,,,,8,note_on,,112.0,59.0,112.0,38160,99.375,192,4.0,11.0,5,F,330
7845,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,38160,99.375,192,2.0,7.0,1,C#,210
7386,10.0,,,,103.0,,,,,12776,note_on,,112.0,103.0,112.0,38160,99.375,192,8.0,7.0,1,C#,210
1646,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,38208,99.5,192,3.0,4.0,4,E,120
1648,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,38208,99.5,192,3.0,6.0,6,F#,180
1649,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,38208,99.5,192,4.0,3.0,9,A,90
