,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,octave,note_value,note_value_nmd,note_name,angle
1025,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,24768,64.5,192,4.0,3.0,9,A,90
4741,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,24768,64.5,192,4.0,7.0,1,C#,210
1022,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,24768,64.5,192,3.0,6.0,6,F#,180
1023,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,24768,64.5,192,2.0,11.0,5,F,330
1024,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,24768,64.5,192,3.0,4.0,4,E,120
4742,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,24768,64.5,192,5.0,2.0,2,D,60
9568,6.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24800,64.58333333333333,192,4.0,7.0,1,C#,210
11153,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24816,64.625,192,4.0,5.0,11,B,150
4747,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,24864,64.75,192,4.0,11.0,5,F,330
4748,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,24864,64.75,192,4.0,7.0,1,C#,210
4749,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,24864,64.75,192,5.0,2.0,2,D,60
1030,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,24864,64.75,192,3.0,6.0,6,F#,180
11155,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24864,64.75,192,4.0,7.0,1,C#,210
9570,6.0,,,,59.0,,,,,24,note_on,,112.0,59.0,112.0,24912,64.875,192,4.0,11.0,5,F,330
11157,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24912,64.875,192,4.0,5.0,11,B,150
8526,7.0,,,,83.0,,,,,3320,note_on,,112.0,83.0,112.0,24928,64.91666666666666,192,6.0,11.0,5,F,330
8518,2.0,,,,70.0,,,,,2788,note_on,,127.0,70.0,127.0,24952,64.97916666666666,192,5.0,10.0,10,A#,300
1032,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,24960,65.0,192,2.0,11.0,5,F,330
8527,7.0,,,,79.0,,,,,32,note_on,,112.0,79.0,112.0,24960,65.0,192,6.0,7.0,1,C#,210
1033,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,24960,65.0,192,3.0,6.0,6,F#,180
4753,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,24960,65.0,192,4.0,11.0,5,F,330
4754,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,24960,65.0,192,5.0,2.0,2,D,60
4755,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,24960,65.0,192,4.0,7.0,1,C#,210
8520,2.0,,,,72.0,,,,,8,note_on,,127.0,72.0,127.0,25000,65.10416666666666,192,6.0,0.0,0,C,0
9572,6.0,,,,55.0,,,,,8,note_on,,112.0,55.0,112.0,25008,65.125,192,4.0,7.0,1,C#,210
7675,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,25008,65.125,192,2.0,7.0,1,C#,210
11159,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,25008,65.125,192,4.0,7.0,1,C#,210
8522,2.0,,,,70.0,,,,,8,note_on,,127.0,70.0,127.0,25048,65.22916666666666,192,5.0,10.0,10,A#,300
11161,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,25056,65.25,192,4.0,7.0,1,C#,210
4759,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,25056,65.25,192,4.0,7.0,1,C#,210
1036,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,25056,65.25,192,2.0,11.0,5,F,330
1037,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,25056,65.25,192,3.0,6.0,6,F#,180
4761,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,25056,65.25,192,4.0,11.0,5,F,330
4760,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,25056,65.25,192,5.0,2.0,2,D,60
8530,7.0,,,,83.0,,,,,24,note_on,,112.0,83.0,112.0,25072,65.29166666666666,192,6.0,11.0,5,F,330
7677,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,25104,65.375,192,2.0,7.0,1,C#,210
11163,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,25104,65.375,192,4.0,5.0,11,B,150
9574,6.0,,,,59.0,,,,,8,note_on,,112.0,59.0,112.0,25104,65.375,192,4.0,11.0,5,F,330
8524,2.0,,,,67.0,,,,,56,note_on,,127.0,67.0,127.0,25144,65.47916666666666,192,5.0,7.0,1,C#,210
11165,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,25152,65.5,192,4.0,7.0,1,C#,210
4765,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,25152,65.5,192,4.0,7.0,1,C#,210
1040,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,25152,65.5,192,3.0,6.0,6,F#,180
1041,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,25152,65.5,192,3.0,4.0,4,E,120
1042,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,25152,65.5,192,4.0,3.0,9,A,90
1043,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,25152,65.5,192,2.0,11.0,5,F,330
7384,10.0,,,,103.0,,,,,584,note_on,,112.0,103.0,112.0,25152,65.5,192,8.0,7.0,1,C#,210
4766,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,25152,65.5,192,5.0,2.0,2,D,60
4767,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,25152,65.5,192,4.0,11.0,5,F,330
8532,7.0,,,,79.0,,,,,8,note_on,,112.0,79.0,112.0,25168,65.54166666666666,192,6.0,7.0,1,C#,210
11167,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,25200,65.625,192,4.0,5.0,11,B,150
7679,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,25200,65.625,192,2.0,7.0,1,C#,210
1048,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,25248,65.75,192,3.0,6.0,6,F#,180
11169,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,25248,65.75,192,4.0,7.0,1,C#,210
4771,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,25248,65.75,192,4.0,7.0,1,C#,210
4772,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,25248,65.75,192,4.0,11.0,5,F,330
4773,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,25248,65.75,192,5.0,2.0,2,D,60
1049,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,25248,65.75,192,4.0,3.0,9,A,90
8534,7.0,,,,83.0,,,,,8,note_on,,112.0,83.0,112.0,25264,65.79166666666666,192,6.0,11.0,5,F,330
1052,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,25296,65.875,192,2.0,11.0,5,F,330
7681,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,25296,65.875,192,2.0,7.0,1,C#,210
11171,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,25296,65.875,192,4.0,5.0,11,B,150
4779,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,25344,66.0,192,4.0,11.0,5,F,330
1055,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,25344,66.0,192,2.0,11.0,5,F,330
1054,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,25344,66.0,192,3.0,6.0,6,F#,180
4778,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,25344,66.0,192,5.0,2.0,2,D,60
4777,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,25344,66.0,192,4.0,7.0,1,C#,210
8536,7.0,,,,79.0,,,,,8,note_on,,112.0,79.0,112.0,25360,66.04166666666666,192,6.0,7.0,1,C#,210
1058,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,25440,66.25,192,3.0,6.0,6,F#,180
4784,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,25440,66.25,192,4.0,11.0,5,F,330
4783,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,25440,66.25,192,4.0,7.0,1,C#,210
4785,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,25440,66.25,192,5.0,2.0,2,D,60
10556,8.0,,,,71.0,,,,,12388,note_on,,88.0,71.0,88.0,25536,66.5,192,5.0,11.0,5,F,330
4791,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,25536,66.5,192,5.0,2.0,2,D,60
4790,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,25536,66.5,192,4.0,11.0,5,F,330
10178,3.0,,,,71.0,,,,,12388,note_on,,88.0,71.0,88.0,25536,66.5,192,5.0,11.0,5,F,330
4789,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,25536,66.5,192,4.0,7.0,1,C#,210
1060,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,25536,66.5,192,3.0,6.0,6,F#,180
1062,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,25536,66.5,192,3.0,4.0,4,E,120
1061,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,25536,66.5,192,4.0,3.0,9,A,90
10558,8.0,,,,67.0,,,,,4,note_on,,88.0,67.0,88.0,25584,66.625,192,5.0,7.0,1,C#,210
10180,3.0,,,,67.0,,,,,4,note_on,,88.0,67.0,88.0,25584,66.625,192,5.0,7.0,1,C#,210
4796,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,25632,66.75,192,4.0,7.0,1,C#,210
4795,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,25632,66.75,192,5.0,2.0,2,D,60
4797,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,25632,66.75,192,4.0,11.0,5,F,330
1066,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,25632,66.75,192,3.0,6.0,6,F#,180
10560,8.0,,,,79.0,,,,,52,note_on,,88.0,79.0,88.0,25680,66.875,192,6.0,7.0,1,C#,210
10182,3.0,,,,79.0,,,,,52,note_on,,88.0,79.0,88.0,25680,66.875,192,6.0,7.0,1,C#,210
8538,7.0,,,,83.0,,,,,248,note_on,,112.0,83.0,112.0,25696,66.91666666666666,192,6.0,11.0,5,F,330
1068,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,25728,67.0,192,3.0,6.0,6,F#,180
1069,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,25728,67.0,192,2.0,11.0,5,F,330
4801,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,25728,67.0,192,4.0,11.0,5,F,330
4802,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,25728,67.0,192,4.0,7.0,1,C#,210
4803,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,25728,67.0,192,5.0,2.0,2,D,60
8539,7.0,,,,79.0,,,,,32,note_on,,112.0,79.0,112.0,25728,67.0,192,6.0,7.0,1,C#,210
10562,8.0,,,,74.0,,,,,52,note_on,,88.0,74.0,88.0,25776,67.125,192,6.0,2.0,2,D,60
10184,3.0,,,,74.0,,,,,52,note_on,,88.0,74.0,88.0,25776,67.125,192,6.0,2.0,2,D,60
1073,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,25824,67.25,192,2.0,11.0,5,F,330
4808,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,25824,67.25,192,5.0,2.0,2,D,60
4807,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,25824,67.25,192,4.0,11.0,5,F,330
1072,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,25824,67.25,192,3.0,6.0,6,F#,180
4809,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,25824,67.25,192,4.0,7.0,1,C#,210
8542,7.0,,,,83.0,,,,,24,note_on,,112.0,83.0,112.0,25840,67.29166666666666,192,6.0,11.0,5,F,330
10186,3.0,,,,79.0,,,,,52,note_on,,44.0,79.0,44.0,25872,67.375,192,6.0,7.0,1,C#,210
10564,8.0,,,,79.0,,,,,52,note_on,,44.0,79.0,44.0,25872,67.375,192,6.0,7.0,1,C#,210
1078,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,25920,67.5,192,4.0,3.0,9,A,90
4813,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,25920,67.5,192,5.0,2.0,2,D,60
4814,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,25920,67.5,192,4.0,11.0,5,F,330
4815,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,25920,67.5,192,4.0,7.0,1,C#,210
1077,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,25920,67.5,192,3.0,6.0,6,F#,180
1076,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,25920,67.5,192,3.0,4.0,4,E,120
8544,7.0,,,,79.0,,,,,8,note_on,,112.0,79.0,112.0,25936,67.54166666666666,192,6.0,7.0,1,C#,210
10566,8.0,,,,74.0,,,,,52,note_on,,44.0,74.0,44.0,25968,67.625,192,6.0,2.0,2,D,60
10188,3.0,,,,74.0,,,,,52,note_on,,44.0,74.0,44.0,25968,67.625,192,6.0,2.0,2,D,60
4819,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,26016,67.75,192,5.0,2.0,2,D,60
4820,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,26016,67.75,192,4.0,7.0,1,C#,210
4821,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,26016,67.75,192,4.0,11.0,5,F,330
1083,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,26016,67.75,192,4.0,3.0,9,A,90
1082,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,26016,67.75,192,3.0,6.0,6,F#,180
8546,7.0,,,,83.0,,,,,8,note_on,,112.0,83.0,112.0,26032,67.79166666666666,192,6.0,11.0,5,F,330
10190,3.0,,,,79.0,,,,,52,note_on,,22.0,79.0,22.0,26064,67.875,192,6.0,7.0,1,C#,210
1086,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,26064,67.875,192,2.0,11.0,5,F,330
10568,8.0,,,,79.0,,,,,52,note_on,,22.0,79.0,22.0,26064,67.875,192,6.0,7.0,1,C#,210
4826,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,26112,68.0,192,4.0,5.0,11,B,150
4825,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,26112,68.0,192,4.0,9.0,3,D#,270
1088,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,26112,68.0,192,2.0,11.0,5,F,330
1089,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,26112,68.0,192,3.0,6.0,6,F#,180
4827,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,26112,68.0,192,5.0,0.0,0,C,0
10570,8.0,,,,74.0,,,,,52,note_on,,22.0,74.0,22.0,26160,68.125,192,6.0,2.0,2,D,60
10192,3.0,,,,74.0,,,,,52,note_on,,22.0,74.0,22.0,26160,68.125,192,6.0,2.0,2,D,60
4831,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,26208,68.25,192,4.0,5.0,11,B,150
4833,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,26208,68.25,192,4.0,9.0,3,D#,270
4832,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,26208,68.25,192,5.0,0.0,0,C,0
1092,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,26208,68.25,192,3.0,6.0,6,F#,180
1095,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,26304,68.5,192,3.0,4.0,4,E,120
4839,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,26304,68.5,192,5.0,0.0,0,C,0
4838,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,26304,68.5,192,4.0,5.0,11,B,150
4837,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,26304,68.5,192,4.0,9.0,3,D#,270
10194,3.0,,,,69.0,,,,,100,note_on,,88.0,69.0,88.0,26304,68.5,192,5.0,9.0,3,D#,270
10572,8.0,,,,69.0,,,,,100,note_on,,88.0,69.0,88.0,26304,68.5,192,5.0,9.0,3,D#,270
1094,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,26304,68.5,192,4.0,3.0,9,A,90
1096,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,26304,68.5,192,3.0,6.0,6,F#,180
10574,8.0,,,,65.0,,,,,4,note_on,,88.0,65.0,88.0,26352,68.625,192,5.0,5.0,11,B,150
10196,3.0,,,,65.0,,,,,4,note_on,,88.0,65.0,88.0,26352,68.625,192,5.0,5.0,11,B,150
1100,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,26400,68.75,192,3.0,6.0,6,F#,180
4845,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,26400,68.75,192,4.0,5.0,11,B,150
4844,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,26400,68.75,192,5.0,0.0,0,C,0
4843,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,26400,68.75,192,4.0,9.0,3,D#,270
10198,3.0,,,,77.0,,,,,52,note_on,,88.0,77.0,88.0,26448,68.875,192,6.0,5.0,11,B,150
10576,8.0,,,,77.0,,,,,52,note_on,,88.0,77.0,88.0,26448,68.875,192,6.0,5.0,11,B,150
8548,7.0,,,,84.0,,,,,196,note_on,,112.0,84.0,112.0,26464,68.91666666666666,192,7.0,0.0,0,C,0
8549,7.0,,,,81.0,,,,,32,note_on,,112.0,81.0,112.0,26496,69.0,192,6.0,9.0,3,D#,270
4849,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,26496,69.0,192,5.0,0.0,0,C,0
4850,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,26496,69.0,192,4.0,5.0,11,B,150
4851,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,26496,69.0,192,4.0,9.0,3,D#,270
1102,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,26496,69.0,192,3.0,6.0,6,F#,180
1103,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,26496,69.0,192,2.0,11.0,5,F,330
10578,8.0,,,,72.0,,,,,52,note_on,,88.0,72.0,88.0,26544,69.125,192,6.0,0.0,0,C,0
10200,3.0,,,,72.0,,,,,52,note_on,,88.0,72.0,88.0,26544,69.125,192,6.0,0.0,0,C,0
4857,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,26592,69.25,192,4.0,9.0,3,D#,270
4856,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,26592,69.25,192,5.0,0.0,0,C,0
1107,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,26592,69.25,192,3.0,6.0,6,F#,180
4855,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,26592,69.25,192,4.0,5.0,11,B,150
1106,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,26592,69.25,192,2.0,11.0,5,F,330
8552,7.0,,,,84.0,,,,,24,note_on,,112.0,84.0,112.0,26608,69.29166666666666,192,7.0,0.0,0,C,0
10202,3.0,,,,77.0,,,,,52,note_on,,44.0,77.0,44.0,26640,69.375,192,6.0,5.0,11,B,150
10580,8.0,,,,77.0,,,,,52,note_on,,44.0,77.0,44.0,26640,69.375,192,6.0,5.0,11,B,150
4863,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,26688,69.5,192,5.0,0.0,0,C,0
4862,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,26688,69.5,192,4.0,5.0,11,B,150
4861,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,26688,69.5,192,4.0,9.0,3,D#,270
1110,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,26688,69.5,192,3.0,4.0,4,E,120
1111,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,26688,69.5,192,3.0,6.0,6,F#,180
1112,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,26688,69.5,192,4.0,3.0,9,A,90
8554,7.0,,,,81.0,,,,,8,note_on,,112.0,81.0,112.0,26704,69.54166666666666,192,6.0,9.0,3,D#,270
10582,8.0,,,,72.0,,,,,52,note_on,,44.0,72.0,44.0,26736,69.625,192,6.0,0.0,0,C,0
10204,3.0,,,,72.0,,,,,52,note_on,,44.0,72.0,44.0,26736,69.625,192,6.0,0.0,0,C,0
1116,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,26784,69.75,192,3.0,6.0,6,F#,180
1117,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,26784,69.75,192,4.0,3.0,9,A,90
4867,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,26784,69.75,192,4.0,0.0,0,C,0
8556,7.0,,,,84.0,,,,,8,note_on,,112.0,84.0,112.0,26800,69.79166666666666,192,7.0,0.0,0,C,0
1120,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,26832,69.875,192,2.0,11.0,5,F,330
10206,3.0,,,,77.0,,,,,52,note_on,,22.0,77.0,22.0,26832,69.875,192,6.0,5.0,11,B,150
10584,8.0,,,,77.0,,,,,52,note_on,,22.0,77.0,22.0,26832,69.875,192,6.0,5.0,11,B,150
4870,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,26880,70.0,192,5.0,0.0,0,C,0
4869,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,26880,70.0,192,4.0,7.0,1,C#,210
4871,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,26880,70.0,192,5.0,4.0,4,E,120
1122,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,26880,70.0,192,3.0,6.0,6,F#,180
1123,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,26880,70.0,192,2.0,11.0,5,F,330
8558,7.0,,,,81.0,,,,,8,note_on,,112.0,81.0,112.0,26896,70.04166666666666,192,6.0,9.0,3,D#,270
10208,3.0,,,,72.0,,,,,52,note_on,,22.0,72.0,22.0,26928,70.125,192,6.0,0.0,0,C,0
10586,8.0,,,,72.0,,,,,52,note_on,,22.0,72.0,22.0,26928,70.125,192,6.0,0.0,0,C,0
4875,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,26976,70.25,192,4.0,7.0,1,C#,210
4876,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,26976,70.25,192,5.0,4.0,4,E,120
4877,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,26976,70.25,192,5.0,0.0,0,C,0
1126,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,26976,70.25,192,3.0,6.0,6,F#,180
10210,3.0,,,,67.0,,,,,100,note_on,,88.0,67.0,88.0,27072,70.5,192,5.0,7.0,1,C#,210
1128,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,27072,70.5,192,3.0,4.0,4,E,120
10588,8.0,,,,67.0,,,,,100,note_on,,88.0,67.0,88.0,27072,70.5,192,5.0,7.0,1,C#,210
1130,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,27072,70.5,192,4.0,3.0,9,A,90
4883,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,27072,70.5,192,4.0,7.0,1,C#,210
4882,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,27072,70.5,192,5.0,0.0,0,C,0
4881,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,27072,70.5,192,5.0,4.0,4,E,120
1129,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,27072,70.5,192,3.0,6.0,6,F#,180
10212,3.0,,,,64.0,,,,,4,note_on,,88.0,64.0,88.0,27120,70.625,192,5.0,4.0,4,E,120
10590,8.0,,,,64.0,,,,,4,note_on,,88.0,64.0,88.0,27120,70.625,192,5.0,4.0,4,E,120
1134,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,27168,70.75,192,3.0,6.0,6,F#,180
4889,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,27168,70.75,192,4.0,7.0,1,C#,210
4888,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,27168,70.75,192,5.0,0.0,0,C,0
4887,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,27168,70.75,192,5.0,4.0,4,E,120
10214,3.0,,,,72.0,,,,,52,note_on,,88.0,72.0,88.0,27216,70.875,192,6.0,0.0,0,C,0
10592,8.0,,,,72.0,,,,,52,note_on,,88.0,72.0,88.0,27216,70.875,192,6.0,0.0,0,C,0
8560,7.0,,,,83.0,,,,,248,note_on,,112.0,83.0,112.0,27232,70.91666666666666,192,6.0,11.0,5,F,330
1137,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,27264,71.0,192,3.0,6.0,6,F#,180
8561,7.0,,,,79.0,,,,,32,note_on,,112.0,79.0,112.0,27264,71.0,192,6.0,7.0,1,C#,210
4895,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,27264,71.0,192,4.0,7.0,1,C#,210
4894,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,27264,71.0,192,5.0,0.0,0,C,0
4893,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,27264,71.0,192,5.0,4.0,4,E,120
1136,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,27264,71.0,192,2.0,11.0,5,F,330
10216,3.0,,,,67.0,,,,,52,note_on,,88.0,67.0,88.0,27312,71.125,192,5.0,7.0,1,C#,210
10594,8.0,,,,67.0,,,,,52,note_on,,88.0,67.0,88.0,27312,71.125,192,5.0,7.0,1,C#,210
4901,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,27360,71.25,192,4.0,7.0,1,C#,210
4900,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,27360,71.25,192,5.0,0.0,0,C,0
1140,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,27360,71.25,192,2.0,11.0,5,F,330
1141,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,27360,71.25,192,3.0,6.0,6,F#,180
4899,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,27360,71.25,192,5.0,4.0,4,E,120
8564,7.0,,,,83.0,,,,,24,note_on,,112.0,83.0,112.0,27376,71.29166666666666,192,6.0,11.0,5,F,330
10596,8.0,,,,72.0,,,,,52,note_on,,44.0,72.0,44.0,27408,71.375,192,6.0,0.0,0,C,0
10218,3.0,,,,72.0,,,,,52,note_on,,44.0,72.0,44.0,27408,71.375,192,6.0,0.0,0,C,0
1144,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,27456,71.5,192,3.0,4.0,4,E,120
