,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument,octave,note_value,note_value_nmd,note_name,angle
2488,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,66720,69.5,480,4.0_17.0,Electric Bass (pick),2.0,7.0,1,C#,210
415,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,66720,69.5,480,0.0_17.0,Overdriven Guitar,3.0,4.0,4,E,120
3713,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,66720,69.5,480,9.0_17.0,Acoustic Grand Piano,3.0,6.0,6,F#,180
414,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,66720,69.5,480,0.0_17.0,Overdriven Guitar,3.0,9.0,3,D#,270
413,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,66720,69.5,480,0.0_17.0,Overdriven Guitar,4.0,4.0,4,E,120
419,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,66960,69.75,480,0.0_17.0,Overdriven Guitar,4.0,4.0,4,E,120
420,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,66960,69.75,480,0.0_17.0,Overdriven Guitar,3.0,9.0,3,D#,270
2490,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,66960,69.75,480,4.0_17.0,Electric Bass (pick),2.0,7.0,1,C#,210
421,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,66960,69.75,480,0.0_17.0,Overdriven Guitar,3.0,4.0,4,E,120
3715,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,67200,70.0,480,9.0_17.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
427,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,67200,70.0,480,0.0_17.0,Overdriven Guitar,3.0,9.0,3,D#,270
425,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,67200,70.0,480,0.0_17.0,Overdriven Guitar,4.0,9.0,3,D#,270
428,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,67200,70.0,480,0.0_17.0,Overdriven Guitar,3.0,4.0,4,E,120
3716,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,67200,70.0,480,9.0_17.0,Acoustic Grand Piano,3.0,0.0,0,C,0
426,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,67200,70.0,480,0.0_17.0,Overdriven Guitar,4.0,4.0,4,E,120
2492,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,67200,70.0,480,4.0_17.0,Electric Bass (pick),2.0,9.0,3,D#,270
2494,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,67440,70.25,480,4.0_17.0,Electric Bass (pick),2.0,9.0,3,D#,270
437,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,67440,70.25,480,0.0_17.0,Overdriven Guitar,3.0,4.0,4,E,120
436,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,67440,70.25,480,0.0_17.0,Overdriven Guitar,3.0,9.0,3,D#,270
435,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,67440,70.25,480,0.0_17.0,Overdriven Guitar,4.0,4.0,4,E,120
433,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,67440,70.25,480,0.0_17.0,Overdriven Guitar,5.0,1.0,7,G,30
434,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,67440,70.25,480,0.0_17.0,Overdriven Guitar,4.0,9.0,3,D#,270
3719,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,67680,70.5,480,9.0_17.0,Acoustic Grand Piano,3.0,6.0,6,F#,180
445,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,67680,70.5,480,0.0_17.0,Overdriven Guitar,4.0,9.0,3,D#,270
446,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,67680,70.5,480,0.0_17.0,Overdriven Guitar,4.0,4.0,4,E,120
447,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,67680,70.5,480,0.0_17.0,Overdriven Guitar,3.0,9.0,3,D#,270
448,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,67680,70.5,480,0.0_17.0,Overdriven Guitar,3.0,4.0,4,E,120
443,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,67680,70.5,480,0.0_17.0,Overdriven Guitar,5.0,4.0,4,E,120
444,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,67680,70.5,480,0.0_17.0,Overdriven Guitar,5.0,1.0,7,G,30
2496,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,67680,70.5,480,4.0_17.0,Electric Bass (pick),2.0,9.0,3,D#,270
460,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,67920,70.75,480,0.0_17.0,Overdriven Guitar,3.0,4.0,4,E,120
455,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,67920,70.75,480,0.0_17.0,Overdriven Guitar,5.0,4.0,4,E,120
456,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,67920,70.75,480,0.0_17.0,Overdriven Guitar,5.0,1.0,7,G,30
457,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,67920,70.75,480,0.0_17.0,Overdriven Guitar,4.0,9.0,3,D#,270
458,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,67920,70.75,480,0.0_17.0,Overdriven Guitar,4.0,4.0,4,E,120
459,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,67920,70.75,480,0.0_17.0,Overdriven Guitar,3.0,9.0,3,D#,270
2498,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,67920,70.75,480,4.0_17.0,Electric Bass (pick),2.0,9.0,3,D#,270
3721,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,68160,71.0,480,9.0_17.0,Acoustic Grand Piano,3.0,6.0,6,F#,180
2500,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,68160,71.0,480,4.0_17.0,Electric Bass (pick),2.0,9.0,3,D#,270
2502,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,68400,71.25,480,4.0_17.0,Electric Bass (pick),2.0,9.0,3,D#,270
2504,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,68640,71.5,480,4.0_17.0,Electric Bass (pick),2.0,9.0,3,D#,270
3723,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,68640,71.5,480,9.0_17.0,Acoustic Grand Piano,3.0,6.0,6,F#,180
2506,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,68880,71.75,480,4.0_17.0,Electric Bass (pick),2.0,9.0,3,D#,270
2508,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,69120,72.0,480,4.0_18.0,Electric Bass (pick),3.0,4.0,4,E,120
3726,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,69120,72.0,480,9.0_18.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3725,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,69120,72.0,480,9.0_18.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
2510,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,69840,72.75,480,4.0_18.0,Electric Bass (pick),3.0,4.0,4,E,120
2512,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,70080,73.0,480,4.0_18.0,Electric Bass (pick),3.0,7.0,1,C#,210
2514,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,70440,73.375,480,4.0_18.0,Electric Bass (pick),3.0,4.0,4,E,120
2516,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,70800,73.75,480,4.0_18.0,Electric Bass (pick),3.0,2.0,2,D,60
2518,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,71040,74.0,480,4.0_18.0,Electric Bass (pick),3.0,0.0,0,C,0
2520,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,72000,75.0,480,4.0_18.0,Electric Bass (pick),2.0,11.0,5,F,330
2522,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,72960,76.0,480,4.0_19.0,Electric Bass (pick),3.0,4.0,4,E,120
2524,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,73680,76.75,480,4.0_19.0,Electric Bass (pick),3.0,4.0,4,E,120
2526,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,73920,77.0,480,4.0_19.0,Electric Bass (pick),3.0,7.0,1,C#,210
2528,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,74280,77.375,480,4.0_19.0,Electric Bass (pick),3.0,4.0,4,E,120
2530,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,74640,77.75,480,4.0_19.0,Electric Bass (pick),3.0,2.0,2,D,60
2532,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,74880,78.0,480,4.0_19.0,Electric Bass (pick),3.0,0.0,0,C,0
2534,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,75840,79.0,480,4.0_19.0,Electric Bass (pick),2.0,11.0,5,F,330
2536,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,76800,80.0,480,4.0_20.0,Electric Bass (pick),3.0,4.0,4,E,120
3729,9.0,,,,,,44.0,,,,,5760,note_on,,95.0,44.0,95.0,76800,80.0,480,9.0_20.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3730,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,76800,80.0,480,9.0_20.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3731,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,76800,80.0,480,9.0_20.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3736,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,77280,80.5,480,9.0_20.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3735,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,77280,80.5,480,9.0_20.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3737,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,77280,80.5,480,9.0_20.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2538,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,77520,80.75,480,4.0_20.0,Electric Bass (pick),3.0,4.0,4,E,120
2540,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,77760,81.0,480,4.0_20.0,Electric Bass (pick),3.0,7.0,1,C#,210
3743,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,77760,81.0,480,9.0_20.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3742,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,77760,81.0,480,9.0_20.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3741,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,77760,81.0,480,9.0_20.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2542,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,78120,81.375,480,4.0_20.0,Electric Bass (pick),3.0,4.0,4,E,120
3747,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,78240,81.5,480,9.0_20.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3748,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,78240,81.5,480,9.0_20.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3749,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,78240,81.5,480,9.0_20.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2544,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,78480,81.75,480,4.0_20.0,Electric Bass (pick),3.0,2.0,2,D,60
3753,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,78720,82.0,480,9.0_20.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3754,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,78720,82.0,480,9.0_20.0,Acoustic Grand Piano,3.0,5.0,11,B,150
2546,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,78720,82.0,480,4.0_20.0,Electric Bass (pick),3.0,0.0,0,C,0
3755,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,78720,82.0,480,9.0_20.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3759,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,79200,82.5,480,9.0_20.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3760,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,79200,82.5,480,9.0_20.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3761,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,79200,82.5,480,9.0_20.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3765,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,79680,83.0,480,9.0_20.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3767,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,79680,83.0,480,9.0_20.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3766,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,79680,83.0,480,9.0_20.0,Acoustic Grand Piano,3.0,5.0,11,B,150
2548,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,79680,83.0,480,4.0_20.0,Electric Bass (pick),2.0,11.0,5,F,330
3772,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,80160,83.5,480,9.0_20.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3771,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,80160,83.5,480,9.0_20.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3773,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,80160,83.5,480,9.0_20.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3779,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,80640,84.0,480,9.0_21.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3778,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,80640,84.0,480,9.0_21.0,Acoustic Grand Piano,3.0,5.0,11,B,150
2550,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,80640,84.0,480,4.0_21.0,Electric Bass (pick),3.0,4.0,4,E,120
3777,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,80640,84.0,480,9.0_21.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3785,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,81120,84.5,480,9.0_21.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3784,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,81120,84.5,480,9.0_21.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3783,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,81120,84.5,480,9.0_21.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2552,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,81360,84.75,480,4.0_21.0,Electric Bass (pick),3.0,4.0,4,E,120
3789,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,81600,85.0,480,9.0_21.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3790,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,81600,85.0,480,9.0_21.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3791,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,81600,85.0,480,9.0_21.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2554,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,81600,85.0,480,4.0_21.0,Electric Bass (pick),3.0,7.0,1,C#,210
2556,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,81960,85.375,480,4.0_21.0,Electric Bass (pick),3.0,4.0,4,E,120
3797,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,82080,85.5,480,9.0_21.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3796,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,82080,85.5,480,9.0_21.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3795,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,82080,85.5,480,9.0_21.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2558,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,82320,85.75,480,4.0_21.0,Electric Bass (pick),3.0,2.0,2,D,60
3803,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,82560,86.0,480,9.0_21.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3801,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,82560,86.0,480,9.0_21.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2560,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,82560,86.0,480,4.0_21.0,Electric Bass (pick),3.0,0.0,0,C,0
3802,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,82560,86.0,480,9.0_21.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3808,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,83040,86.5,480,9.0_21.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3809,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,83040,86.5,480,9.0_21.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3807,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,83040,86.5,480,9.0_21.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3814,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,83520,87.0,480,9.0_21.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3815,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,83520,87.0,480,9.0_21.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3813,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,83520,87.0,480,9.0_21.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2562,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,83520,87.0,480,4.0_21.0,Electric Bass (pick),2.0,11.0,5,F,330
3821,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,84000,87.5,480,9.0_21.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3820,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,84000,87.5,480,9.0_21.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3819,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,84000,87.5,480,9.0_21.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3827,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,84480,88.0,480,9.0_22.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3826,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,84480,88.0,480,9.0_22.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3825,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,84480,88.0,480,9.0_22.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2564,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,84480,88.0,480,4.0_22.0,Electric Bass (pick),3.0,4.0,4,E,120
3833,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,84960,88.5,480,9.0_22.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3832,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,84960,88.5,480,9.0_22.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3831,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,84960,88.5,480,9.0_22.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2566,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,85200,88.75,480,4.0_22.0,Electric Bass (pick),3.0,4.0,4,E,120
2568,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,85440,89.0,480,4.0_22.0,Electric Bass (pick),3.0,7.0,1,C#,210
3837,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,85440,89.0,480,9.0_22.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3839,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,85440,89.0,480,9.0_22.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3838,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,85440,89.0,480,9.0_22.0,Acoustic Grand Piano,3.0,5.0,11,B,150
2570,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,85800,89.375,480,4.0_22.0,Electric Bass (pick),3.0,4.0,4,E,120
3844,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,85920,89.5,480,9.0_22.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3843,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,85920,89.5,480,9.0_22.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3845,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,85920,89.5,480,9.0_22.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2572,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,86160,89.75,480,4.0_22.0,Electric Bass (pick),3.0,2.0,2,D,60
2574,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,86400,90.0,480,4.0_22.0,Electric Bass (pick),3.0,0.0,0,C,0
3849,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,86400,90.0,480,9.0_22.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3850,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,86400,90.0,480,9.0_22.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3851,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,86400,90.0,480,9.0_22.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3855,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,86880,90.5,480,9.0_22.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3856,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,86880,90.5,480,9.0_22.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3857,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,86880,90.5,480,9.0_22.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3863,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,87360,91.0,480,9.0_22.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3861,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,87360,91.0,480,9.0_22.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3862,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,87360,91.0,480,9.0_22.0,Acoustic Grand Piano,3.0,5.0,11,B,150
2576,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,87360,91.0,480,4.0_22.0,Electric Bass (pick),2.0,11.0,5,F,330
3867,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,87840,91.5,480,9.0_22.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3868,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,87840,91.5,480,9.0_22.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3869,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,87840,91.5,480,9.0_22.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3873,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,88320,92.0,480,9.0_23.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3874,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,88320,92.0,480,9.0_23.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3875,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,88320,92.0,480,9.0_23.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2578,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,88320,92.0,480,4.0_23.0,Electric Bass (pick),3.0,4.0,4,E,120
3879,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,88800,92.5,480,9.0_23.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3880,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,88800,92.5,480,9.0_23.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3881,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,88800,92.5,480,9.0_23.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2580,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,89040,92.75,480,4.0_23.0,Electric Bass (pick),3.0,4.0,4,E,120
2582,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,89280,93.0,480,4.0_23.0,Electric Bass (pick),3.0,7.0,1,C#,210
3886,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,89280,93.0,480,9.0_23.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3885,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,89280,93.0,480,9.0_23.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3887,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,89280,93.0,480,9.0_23.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2584,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,89640,93.375,480,4.0_23.0,Electric Bass (pick),3.0,4.0,4,E,120
3891,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,89760,93.5,480,9.0_23.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3892,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,89760,93.5,480,9.0_23.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3893,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,89760,93.5,480,9.0_23.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2586,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,90000,93.75,480,4.0_23.0,Electric Bass (pick),3.0,2.0,2,D,60
3897,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,90240,94.0,480,9.0_23.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
