,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument,octave,note_value,note_value_nmd,note_name,angle
476,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,114720,119.5,480,0.0_29.0,Overdriven Guitar,3.0,7.0,1,C#,210
479,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,114960,119.75,480,0.0_29.0,Overdriven Guitar,4.0,2.0,2,D,60
480,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,114960,119.75,480,0.0_29.0,Overdriven Guitar,3.0,7.0,1,C#,210
2676,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,115200,120.0,480,4.0_30.0,Electric Bass (pick),2.0,7.0,1,C#,210
484,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,115200,120.0,480,0.0_30.0,Overdriven Guitar,3.0,7.0,1,C#,210
483,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,115200,120.0,480,0.0_30.0,Overdriven Guitar,4.0,2.0,2,D,60
4145,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,115200,120.0,480,9.0_30.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4146,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,115200,120.0,480,9.0_30.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2678,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,115440,120.25,480,4.0_30.0,Electric Bass (pick),2.0,7.0,1,C#,210
487,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,115440,120.25,480,0.0_30.0,Overdriven Guitar,4.0,2.0,2,D,60
488,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,115440,120.25,480,0.0_30.0,Overdriven Guitar,3.0,7.0,1,C#,210
2680,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,115680,120.5,480,4.0_30.0,Electric Bass (pick),2.0,7.0,1,C#,210
491,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,115680,120.5,480,0.0_30.0,Overdriven Guitar,4.0,2.0,2,D,60
492,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,115680,120.5,480,0.0_30.0,Overdriven Guitar,3.0,7.0,1,C#,210
4149,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,115680,120.5,480,9.0_30.0,Acoustic Grand Piano,3.0,6.0,6,F#,180
2682,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,115920,120.75,480,4.0_30.0,Electric Bass (pick),2.0,7.0,1,C#,210
495,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,115920,120.75,480,0.0_30.0,Overdriven Guitar,4.0,2.0,2,D,60
496,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,115920,120.75,480,0.0_30.0,Overdriven Guitar,3.0,7.0,1,C#,210
500,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,116160,121.0,480,0.0_30.0,Overdriven Guitar,3.0,4.0,4,E,120
499,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,116160,121.0,480,0.0_30.0,Overdriven Guitar,3.0,9.0,3,D#,270
2684,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,116160,121.0,480,4.0_30.0,Electric Bass (pick),2.0,7.0,1,C#,210
4151,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,116160,121.0,480,9.0_30.0,Acoustic Grand Piano,3.0,6.0,6,F#,180
504,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,116400,121.25,480,0.0_30.0,Overdriven Guitar,3.0,4.0,4,E,120
2686,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,116400,121.25,480,4.0_30.0,Electric Bass (pick),2.0,7.0,1,C#,210
503,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,116400,121.25,480,0.0_30.0,Overdriven Guitar,3.0,9.0,3,D#,270
508,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,116640,121.5,480,0.0_30.0,Overdriven Guitar,3.0,9.0,3,D#,270
4153,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,116640,121.5,480,9.0_30.0,Acoustic Grand Piano,3.0,6.0,6,F#,180
509,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,116640,121.5,480,0.0_30.0,Overdriven Guitar,3.0,4.0,4,E,120
507,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,116640,121.5,480,0.0_30.0,Overdriven Guitar,4.0,4.0,4,E,120
2688,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,116640,121.5,480,4.0_30.0,Electric Bass (pick),2.0,7.0,1,C#,210
513,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,116880,121.75,480,0.0_30.0,Overdriven Guitar,4.0,4.0,4,E,120
514,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,116880,121.75,480,0.0_30.0,Overdriven Guitar,3.0,9.0,3,D#,270
515,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,116880,121.75,480,0.0_30.0,Overdriven Guitar,3.0,4.0,4,E,120
2690,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,116880,121.75,480,4.0_30.0,Electric Bass (pick),2.0,7.0,1,C#,210
2692,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,117120,122.0,480,4.0_30.0,Electric Bass (pick),2.0,9.0,3,D#,270
519,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,117120,122.0,480,0.0_30.0,Overdriven Guitar,4.0,9.0,3,D#,270
520,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,117120,122.0,480,0.0_30.0,Overdriven Guitar,4.0,4.0,4,E,120
521,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,117120,122.0,480,0.0_30.0,Overdriven Guitar,3.0,9.0,3,D#,270
522,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,117120,122.0,480,0.0_30.0,Overdriven Guitar,3.0,4.0,4,E,120
4156,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,117120,122.0,480,9.0_30.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4155,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,117120,122.0,480,9.0_30.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
528,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,117360,122.25,480,0.0_30.0,Overdriven Guitar,4.0,9.0,3,D#,270
527,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,117360,122.25,480,0.0_30.0,Overdriven Guitar,5.0,1.0,7,G,30
531,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,117360,122.25,480,0.0_30.0,Overdriven Guitar,3.0,4.0,4,E,120
2694,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,117360,122.25,480,4.0_30.0,Electric Bass (pick),2.0,9.0,3,D#,270
529,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,117360,122.25,480,0.0_30.0,Overdriven Guitar,4.0,4.0,4,E,120
530,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,117360,122.25,480,0.0_30.0,Overdriven Guitar,3.0,9.0,3,D#,270
542,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,117600,122.5,480,0.0_30.0,Overdriven Guitar,3.0,4.0,4,E,120
537,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,117600,122.5,480,0.0_30.0,Overdriven Guitar,5.0,4.0,4,E,120
538,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,117600,122.5,480,0.0_30.0,Overdriven Guitar,5.0,1.0,7,G,30
2696,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,117600,122.5,480,4.0_30.0,Electric Bass (pick),2.0,9.0,3,D#,270
539,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,117600,122.5,480,0.0_30.0,Overdriven Guitar,4.0,9.0,3,D#,270
540,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,117600,122.5,480,0.0_30.0,Overdriven Guitar,4.0,4.0,4,E,120
541,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,117600,122.5,480,0.0_30.0,Overdriven Guitar,3.0,9.0,3,D#,270
4159,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,117600,122.5,480,9.0_30.0,Acoustic Grand Piano,3.0,6.0,6,F#,180
553,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,117840,122.75,480,0.0_30.0,Overdriven Guitar,3.0,9.0,3,D#,270
550,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,117840,122.75,480,0.0_30.0,Overdriven Guitar,5.0,1.0,7,G,30
551,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,117840,122.75,480,0.0_30.0,Overdriven Guitar,4.0,9.0,3,D#,270
552,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,117840,122.75,480,0.0_30.0,Overdriven Guitar,4.0,4.0,4,E,120
2698,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,117840,122.75,480,4.0_30.0,Electric Bass (pick),2.0,9.0,3,D#,270
554,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,117840,122.75,480,0.0_30.0,Overdriven Guitar,3.0,4.0,4,E,120
549,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,117840,122.75,480,0.0_30.0,Overdriven Guitar,5.0,4.0,4,E,120
555,0.0,,,,,,57.0,,,,,210,note_on,,95.0,57.0,95.0,118050,122.96875,480,0.0_30.0,Overdriven Guitar,4.0,9.0,3,D#,270
556,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,118050,122.96875,480,0.0_30.0,Overdriven Guitar,4.0,4.0,4,E,120
557,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,118050,122.96875,480,0.0_30.0,Overdriven Guitar,3.0,9.0,3,D#,270
4161,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,118080,123.0,480,9.0_30.0,Acoustic Grand Piano,3.0,6.0,6,F#,180
567,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,118080,123.0,480,0.0_30.0,Overdriven Guitar,5.0,4.0,4,E,120
569,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,118080,123.0,480,0.0_30.0,Overdriven Guitar,4.0,4.0,4,E,120
2700,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,118080,123.0,480,4.0_30.0,Electric Bass (pick),2.0,9.0,3,D#,270
568,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,118080,123.0,480,0.0_30.0,Overdriven Guitar,4.0,11.0,5,F,330
2702,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,118320,123.25,480,4.0_30.0,Electric Bass (pick),2.0,9.0,3,D#,270
4163,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,118560,123.5,480,9.0_30.0,Acoustic Grand Piano,3.0,6.0,6,F#,180
2704,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,118560,123.5,480,4.0_30.0,Electric Bass (pick),2.0,9.0,3,D#,270
589,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,118800,123.75,480,0.0_30.0,Overdriven Guitar,5.0,2.0,2,D,60
588,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,118800,123.75,480,0.0_30.0,Overdriven Guitar,5.0,7.0,1,C#,210
590,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,118800,123.75,480,0.0_30.0,Overdriven Guitar,4.0,7.0,1,C#,210
2706,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,118800,123.75,480,4.0_30.0,Electric Bass (pick),2.0,9.0,3,D#,270
2708,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,119040,124.0,480,4.0_31.0,Electric Bass (pick),3.0,4.0,4,E,120
4166,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,119040,124.0,480,9.0_31.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4165,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,119040,124.0,480,9.0_31.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
1537,3.0,,,,,,64.0,,,,,119040,note_on,,95.0,64.0,95.0,119040,124.0,480,3.0_31.0,Distortion Guitar,5.0,4.0,4,E,120
595,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,119160,124.125,480,0.0_31.0,Overdriven Guitar,4.0,11.0,5,F,330
596,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,119160,124.125,480,0.0_31.0,Overdriven Guitar,4.0,4.0,4,E,120
594,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,119160,124.125,480,0.0_31.0,Overdriven Guitar,5.0,4.0,4,E,120
602,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,119520,124.5,480,0.0_31.0,Overdriven Guitar,4.0,2.0,2,D,60
601,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,119520,124.5,480,0.0_31.0,Overdriven Guitar,4.0,9.0,3,D#,270
4169,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,119520,124.5,480,9.0_31.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
600,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,119520,124.5,480,0.0_31.0,Overdriven Guitar,5.0,2.0,2,D,60
4170,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,119520,124.5,480,9.0_31.0,Acoustic Grand Piano,3.0,2.0,2,D,60
606,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,119760,124.75,480,0.0_31.0,Overdriven Guitar,5.0,0.0,0,C,0
2710,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,119760,124.75,480,4.0_31.0,Electric Bass (pick),3.0,4.0,4,E,120
608,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,119760,124.75,480,0.0_31.0,Overdriven Guitar,4.0,0.0,0,C,0
1549,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,119760,124.75,480,3.0_31.0,Distortion Guitar,5.0,4.0,4,E,120
607,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,119760,124.75,480,0.0_31.0,Overdriven Guitar,4.0,7.0,1,C#,210
1555,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,120000,125.0,480,3.0_31.0,Distortion Guitar,5.0,4.0,4,E,120
4174,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,120000,125.0,480,9.0_31.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2712,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,120000,125.0,480,4.0_31.0,Electric Bass (pick),3.0,7.0,1,C#,210
4173,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,120000,125.0,480,9.0_31.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
1562,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,120360,125.375,480,3.0_31.0,Distortion Guitar,5.0,4.0,4,E,120
2714,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,120360,125.375,480,4.0_31.0,Electric Bass (pick),3.0,4.0,4,E,120
4177,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,120480,125.5,480,9.0_31.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4178,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,120480,125.5,480,9.0_31.0,Acoustic Grand Piano,3.0,2.0,2,D,60
2716,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,120720,125.75,480,4.0_31.0,Electric Bass (pick),3.0,2.0,2,D,60
612,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,120720,125.75,480,0.0_31.0,Overdriven Guitar,4.0,11.0,5,F,330
613,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,120720,125.75,480,0.0_31.0,Overdriven Guitar,4.0,6.0,6,F#,180
1569,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,120720,125.75,480,3.0_31.0,Distortion Guitar,5.0,4.0,4,E,120
614,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,120720,125.75,480,0.0_31.0,Overdriven Guitar,3.0,11.0,5,F,330
2718,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,120960,126.0,480,4.0_31.0,Electric Bass (pick),3.0,0.0,0,C,0
4182,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,120960,126.0,480,9.0_31.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4181,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,120960,126.0,480,9.0_31.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
1578,3.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,120960,126.0,480,3.0_31.0,Distortion Guitar,5.0,7.0,1,C#,210
4186,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,121440,126.5,480,9.0_31.0,Acoustic Grand Piano,3.0,2.0,2,D,60
4185,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,121440,126.5,480,9.0_31.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
617,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,121650,126.71875,480,0.0_31.0,Overdriven Guitar,3.0,9.0,3,D#,270
616,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,121650,126.71875,480,0.0_31.0,Overdriven Guitar,4.0,4.0,4,E,120
615,0.0,,,,,,57.0,,,,,930,note_on,,95.0,57.0,95.0,121650,126.71875,480,0.0_31.0,Overdriven Guitar,4.0,9.0,3,D#,270
625,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,121680,126.75,480,0.0_31.0,Overdriven Guitar,4.0,11.0,5,F,330
624,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,121680,126.75,480,0.0_31.0,Overdriven Guitar,5.0,4.0,4,E,120
626,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,121680,126.75,480,0.0_31.0,Overdriven Guitar,4.0,4.0,4,E,120
4190,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,121920,127.0,480,9.0_31.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4189,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,121920,127.0,480,9.0_31.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
1601,3.0,,,,,,66.0,,,,,0,note_on,,95.0,66.0,95.0,121920,127.0,480,3.0_31.0,Distortion Guitar,5.0,6.0,6,F#,180
2720,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,121920,127.0,480,4.0_31.0,Electric Bass (pick),2.0,11.0,5,F,330
647,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,122400,127.5,480,0.0_31.0,Overdriven Guitar,4.0,7.0,1,C#,210
646,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,122400,127.5,480,0.0_31.0,Overdriven Guitar,5.0,2.0,2,D,60
4194,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,122400,127.5,480,9.0_31.0,Acoustic Grand Piano,3.0,2.0,2,D,60
4193,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,122400,127.5,480,9.0_31.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
645,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,122400,127.5,480,0.0_31.0,Overdriven Guitar,5.0,7.0,1,C#,210
653,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,122760,127.875,480,0.0_31.0,Overdriven Guitar,4.0,4.0,4,E,120
652,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,122760,127.875,480,0.0_31.0,Overdriven Guitar,4.0,11.0,5,F,330
651,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,122760,127.875,480,0.0_31.0,Overdriven Guitar,5.0,4.0,4,E,120
4197,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,122880,128.0,480,9.0_32.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4198,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,122880,128.0,480,9.0_32.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2722,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,122880,128.0,480,4.0_32.0,Electric Bass (pick),3.0,4.0,4,E,120
1616,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,122880,128.0,480,3.0_32.0,Distortion Guitar,5.0,4.0,4,E,120
658,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,123120,128.25,480,0.0_32.0,Overdriven Guitar,4.0,9.0,3,D#,270
659,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,123120,128.25,480,0.0_32.0,Overdriven Guitar,4.0,2.0,2,D,60
657,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,123120,128.25,480,0.0_32.0,Overdriven Guitar,5.0,2.0,2,D,60
664,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,123360,128.5,480,0.0_32.0,Overdriven Guitar,4.0,7.0,1,C#,210
663,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,123360,128.5,480,0.0_32.0,Overdriven Guitar,5.0,0.0,0,C,0
665,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,123360,128.5,480,0.0_32.0,Overdriven Guitar,4.0,0.0,0,C,0
4201,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,123360,128.5,480,9.0_32.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4202,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,123360,128.5,480,9.0_32.0,Acoustic Grand Piano,3.0,2.0,2,D,60
2724,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,123600,128.75,480,4.0_32.0,Electric Bass (pick),3.0,4.0,4,E,120
4204,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,123600,128.75,480,9.0_32.0,Acoustic Grand Piano,3.0,0.0,0,C,0
1628,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,123600,128.75,480,3.0_32.0,Distortion Guitar,5.0,4.0,4,E,120
671,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,123720,128.875,480,0.0_32.0,Overdriven Guitar,4.0,2.0,2,D,60
670,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,123720,128.875,480,0.0_32.0,Overdriven Guitar,4.0,9.0,3,D#,270
669,0.0,,,,,,62.0,,,,,0,note_on,,95.0,62.0,95.0,123720,128.875,480,0.0_32.0,Overdriven Guitar,5.0,2.0,2,D,60
4207,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,123840,129.0,480,9.0_32.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4208,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,123840,129.0,480,9.0_32.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2726,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,123840,129.0,480,4.0_32.0,Electric Bass (pick),3.0,7.0,1,C#,210
1634,3.0,,,,,,67.0,,,,,0,note_on,,95.0,67.0,95.0,123840,129.0,480,3.0_32.0,Distortion Guitar,5.0,7.0,1,C#,210
675,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,124080,129.25,480,0.0_32.0,Overdriven Guitar,5.0,0.0,0,C,0
676,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,124080,129.25,480,0.0_32.0,Overdriven Guitar,4.0,7.0,1,C#,210
677,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,124080,129.25,480,0.0_32.0,Overdriven Guitar,4.0,0.0,0,C,0
2728,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,124200,129.375,480,4.0_32.0,Electric Bass (pick),3.0,4.0,4,E,120
1641,3.0,,,,,,69.0,,,,,0,note_on,,95.0,69.0,95.0,124200,129.375,480,3.0_32.0,Distortion Guitar,5.0,9.0,3,D#,270
681,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,124320,129.5,480,0.0_32.0,Overdriven Guitar,4.0,11.0,5,F,330
683,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,124320,129.5,480,0.0_32.0,Overdriven Guitar,3.0,11.0,5,F,330
682,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,124320,129.5,480,0.0_32.0,Overdriven Guitar,4.0,6.0,6,F#,180
4211,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,124320,129.5,480,9.0_32.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4212,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,124320,129.5,480,9.0_32.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2730,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,124560,129.75,480,4.0_32.0,Electric Bass (pick),3.0,2.0,2,D,60
1648,3.0,,,,,,67.0,,,,,0,note_on,,95.0,67.0,95.0,124560,129.75,480,3.0_32.0,Distortion Guitar,5.0,7.0,1,C#,210
4214,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,124560,129.75,480,9.0_32.0,Acoustic Grand Piano,3.0,2.0,2,D,60
2732,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,124800,130.0,480,4.0_32.0,Electric Bass (pick),3.0,0.0,0,C,0
1654,3.0,,,,,,67.0,,,,,0,note_on,,95.0,67.0,95.0,124800,130.0,480,3.0_32.0,Distortion Guitar,5.0,7.0,1,C#,210
4218,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,124800,130.0,480,9.0_32.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4217,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,124800,130.0,480,9.0_32.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
1658,3.0,,,,,,67.0,,,,,120,note_on,,95.0,67.0,95.0,125040,130.25,480,3.0_32.0,Distortion Guitar,5.0,7.0,1,C#,210
1664,3.0,,,,,,69.0,,,,,0,note_on,,86.0,69.0,86.0,125160,130.375,480,3.0_32.0,Distortion Guitar,5.0,9.0,3,D#,270
