,channel,clocks_per_click,control,denominator,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument,octave,note_value,note_value_nmd,note_name,angle
204,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12720,6.625,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3276,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12960,6.75,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
206,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12960,6.75,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
632,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,13020,6.78125,960,1.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
3699,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,13020,6.78125,960,3.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
629,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,13020,6.78125,960,1.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
3702,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,13020,6.78125,960,3.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
208,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,13440,7.0,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3278,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,13440,7.0,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3286,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13500,7.03125,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3283,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13500,7.03125,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
213,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13500,7.03125,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
216,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13500,7.03125,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
218,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13740,7.15625,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3288,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13740,7.15625,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3732,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,14160,7.375,960,3.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
3729,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,14160,7.375,960,3.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
659,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,14160,7.375,960,1.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
662,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,14160,7.375,960,1.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
3290,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,14220,7.40625,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
220,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,14220,7.40625,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3292,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,14460,7.53125,960,2.0_1.0,Distortion Guitar,4.0,11.0,5,F,330
3293,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,14460,7.53125,960,2.0_1.0,Distortion Guitar,4.0,4.0,4,E,120
223,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,14460,7.53125,960,0.0_1.0,Distortion Guitar,4.0,4.0,4,E,120
222,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,14460,7.53125,960,0.0_1.0,Distortion Guitar,4.0,11.0,5,F,330
226,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,14940,7.78125,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3296,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,14940,7.78125,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
228,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,15180,7.90625,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3298,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,15180,7.90625,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3764,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,15300,7.96875,960,3.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
691,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,15300,7.96875,960,1.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
694,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,15300,7.96875,960,1.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
3761,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,15300,7.96875,960,3.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
230,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,15420,8.03125,960,0.0_2.0,Distortion Guitar,4.0,9.0,3,D#,270
231,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,15420,8.03125,960,0.0_2.0,Distortion Guitar,4.0,2.0,2,D,60
3300,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,15420,8.03125,960,2.0_2.0,Distortion Guitar,4.0,9.0,3,D#,270
3301,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,15420,8.03125,960,2.0_2.0,Distortion Guitar,4.0,2.0,2,D,60
234,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,15900,8.28125,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3304,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,15900,8.28125,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
236,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16140,8.40625,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3306,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16140,8.40625,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3791,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,16440,8.5625,960,3.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
721,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,16440,8.5625,960,1.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
724,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,16440,8.5625,960,1.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
3794,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,16440,8.5625,960,3.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
238,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,16620,8.65625,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3308,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,16620,8.65625,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3313,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16680,8.6875,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3316,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16680,8.6875,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
243,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16680,8.6875,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
246,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16680,8.6875,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3318,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16920,8.8125,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
248,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16920,8.8125,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3320,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,17400,9.0625,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
250,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,17400,9.0625,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
751,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,17580,9.15625,960,1.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
754,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,17580,9.15625,960,1.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
3821,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,17580,9.15625,960,3.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
3824,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,17580,9.15625,960,3.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
252,0.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,17640,9.1875,960,0.0_2.0,Distortion Guitar,5.0,1.0,7,G,30
253,0.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,17640,9.1875,960,0.0_2.0,Distortion Guitar,4.0,6.0,6,F#,180
3322,2.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,17640,9.1875,960,2.0_2.0,Distortion Guitar,5.0,1.0,7,G,30
3323,2.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,17640,9.1875,960,2.0_2.0,Distortion Guitar,4.0,6.0,6,F#,180
256,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,18120,9.4375,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3326,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,18120,9.4375,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
258,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,18360,9.5625,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3328,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,18360,9.5625,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
261,0.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,18600,9.6875,960,0.0_2.0,Distortion Guitar,4.0,5.0,11,B,150
3331,2.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,18600,9.6875,960,2.0_2.0,Distortion Guitar,4.0,5.0,11,B,150
3330,2.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,18600,9.6875,960,2.0_2.0,Distortion Guitar,5.0,0.0,0,C,0
260,0.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,18600,9.6875,960,0.0_2.0,Distortion Guitar,5.0,0.0,0,C,0
781,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,18720,9.75,960,1.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
3854,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,18720,9.75,960,3.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
3851,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,18720,9.75,960,3.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
784,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,18720,9.75,960,1.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
264,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,19080,9.9375,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3334,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,19080,9.9375,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3336,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,19320,10.0625,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
266,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,19320,10.0625,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3338,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,19800,10.3125,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
268,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,19800,10.3125,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
813,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,19860,10.34375,960,1.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
3883,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,19860,10.34375,960,3.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
3886,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,19860,10.34375,960,3.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
276,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,19860,10.34375,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
273,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,19860,10.34375,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3343,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,19860,10.34375,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3346,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,19860,10.34375,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
816,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,19860,10.34375,960,1.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
278,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,20100,10.46875,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3348,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,20100,10.46875,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
280,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,20580,10.71875,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3350,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,20580,10.71875,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3352,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,20820,10.84375,960,2.0_2.0,Distortion Guitar,4.0,11.0,5,F,330
3353,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,20820,10.84375,960,2.0_2.0,Distortion Guitar,4.0,4.0,4,E,120
282,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,20820,10.84375,960,0.0_2.0,Distortion Guitar,4.0,11.0,5,F,330
283,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,20820,10.84375,960,0.0_2.0,Distortion Guitar,4.0,4.0,4,E,120
3916,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,21000,10.9375,960,3.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
3913,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,21000,10.9375,960,3.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
846,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,21000,10.9375,960,1.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
843,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,21000,10.9375,960,1.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
286,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,21300,11.09375,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3356,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,21300,11.09375,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3358,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,21540,11.21875,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
288,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,21540,11.21875,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
291,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,21780,11.34375,960,0.0_2.0,Distortion Guitar,4.0,2.0,2,D,60
3360,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,21780,11.34375,960,2.0_2.0,Distortion Guitar,4.0,9.0,3,D#,270
3361,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,21780,11.34375,960,2.0_2.0,Distortion Guitar,4.0,2.0,2,D,60
290,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,21780,11.34375,960,0.0_2.0,Distortion Guitar,4.0,9.0,3,D#,270
3943,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,22140,11.53125,960,3.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
3946,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,22140,11.53125,960,3.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
873,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,22140,11.53125,960,1.0_2.0,Distortion Guitar,4.0,1.0,7,G,30
876,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,22140,11.53125,960,1.0_2.0,Distortion Guitar,4.0,3.0,9,A,90
294,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,22260,11.59375,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3364,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,22260,11.59375,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
296,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,22500,11.71875,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3366,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,22500,11.71875,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
298,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,22980,11.96875,960,0.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
3368,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,22980,11.96875,960,2.0_2.0,Distortion Guitar,3.0,3.0,9,A,90
303,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,23040,12.0,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
306,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,23040,12.0,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3376,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,23040,12.0,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3373,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,23040,12.0,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
308,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,23280,12.125,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3973,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,23280,12.125,960,3.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
903,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,23280,12.125,960,1.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
906,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,23280,12.125,960,1.0_3.0,Distortion Guitar,4.0,3.0,9,A,90
3378,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,23280,12.125,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3976,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,23280,12.125,960,3.0_3.0,Distortion Guitar,4.0,3.0,9,A,90
310,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,23760,12.375,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3380,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,23760,12.375,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
313,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,24000,12.5,960,0.0_3.0,Distortion Guitar,3.0,6.0,6,F#,180
312,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,24000,12.5,960,0.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
3382,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,24000,12.5,960,2.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
3383,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,24000,12.5,960,2.0_3.0,Distortion Guitar,3.0,6.0,6,F#,180
4005,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,24420,12.71875,960,3.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
938,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,24420,12.71875,960,1.0_3.0,Distortion Guitar,4.0,3.0,9,A,90
935,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,24420,12.71875,960,1.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
4008,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,24420,12.71875,960,3.0_3.0,Distortion Guitar,4.0,3.0,9,A,90
316,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,24480,12.75,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3386,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,24480,12.75,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
318,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,24720,12.875,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3388,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,24720,12.875,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
320,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,24960,13.0,960,0.0_3.0,Distortion Guitar,4.0,0.0,0,C,0
321,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,24960,13.0,960,0.0_3.0,Distortion Guitar,3.0,5.0,11,B,150
3390,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,24960,13.0,960,2.0_3.0,Distortion Guitar,4.0,0.0,0,C,0
3391,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,24960,13.0,960,2.0_3.0,Distortion Guitar,3.0,5.0,11,B,150
324,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,25440,13.25,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3394,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,25440,13.25,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
4038,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,25560,13.3125,960,3.0_3.0,Distortion Guitar,4.0,3.0,9,A,90
4035,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,25560,13.3125,960,3.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
965,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,25560,13.3125,960,1.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
968,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,25560,13.3125,960,1.0_3.0,Distortion Guitar,4.0,3.0,9,A,90
326,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,25680,13.375,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3396,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,25680,13.375,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
328,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,26160,13.625,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3398,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,26160,13.625,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
333,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,26220,13.65625,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
336,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,26220,13.65625,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3406,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,26220,13.65625,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3403,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,26220,13.65625,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3408,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,26460,13.78125,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
338,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,26460,13.78125,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
4065,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,26700,13.90625,960,3.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
995,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,26700,13.90625,960,1.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
4068,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,26700,13.90625,960,3.0_3.0,Distortion Guitar,4.0,3.0,9,A,90
998,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,26700,13.90625,960,1.0_3.0,Distortion Guitar,4.0,3.0,9,A,90
3410,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,26940,14.03125,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
340,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,26940,14.03125,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
3412,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,27180,14.15625,960,2.0_3.0,Distortion Guitar,4.0,11.0,5,F,330
3413,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,27180,14.15625,960,2.0_3.0,Distortion Guitar,4.0,4.0,4,E,120
343,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,27180,14.15625,960,0.0_3.0,Distortion Guitar,4.0,4.0,4,E,120
342,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,27180,14.15625,960,0.0_3.0,Distortion Guitar,4.0,11.0,5,F,330
3416,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,27660,14.40625,960,2.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
346,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,27660,14.40625,960,0.0_3.0,Distortion Guitar,3.0,3.0,9,A,90
1025,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,27840,14.5,960,1.0_3.0,Distortion Guitar,4.0,1.0,7,G,30
4098,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,27840,14.5,960,3.0_3.0,Distortion Guitar,4.0,3.0,9,A,90
